difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.204,0.553,50,health,outdoor,22:15,0.25,0.0
0.558,0.514,82,work,office,19:18,9.3,100.1
0.696,0.727,86,work,cafe,22:45,2.75,115.6
0.555,0.405,42,health,home,22:15,2.25,45.9
0.736,0.532,36,work,cafe,,-1,61.5
0.662,0.667,49,personal,store,,-1,53.2
0.257,0.633,85,personal,cafe,15:30,3.5,82.4
0.586,0.425,167,social,outdoor,,-1,191.4
0.285,0.678,65,personal,store,15:45,1.75,64.1
0.398,0.506,86,work,home,,-1,96.5
0.663,0.296,48,health,home,,-1,58.9
0.405,0.704,25,personal,cafe,23:18,8.3,33.1
0.153,0.486,28,errand,outdoor,,-1,48.7
0.766,0.922,58,health,gym,,-1,112.9
0.0,0.551,15,errand,home,,-1,10.8
0.486,0.73,11,errand,home,17:30,2.5,12.0
0.098,0.305,19,personal,home,,-1,15.4
0.455,0.463,76,work,office,15:00,3.0,102.4
0.497,0.538,77,work,home,23:15,4.25,86.7
0.067,0.395,123,social,outdoor,15:45,6.75,112.6
0.663,0.501,100,study,office,13:15,6.25,126.4
0.372,0.647,91,work,home,14:00,5.0,97.4
0.435,1.0,56,health,outdoor,22:15,0.25,0.0
0.475,0.195,76,personal,cafe,,-1,71.9
0.305,0.682,39,work,cafe,,-1,43.0
0.85,0.177,70,study,home,18:00,5.0,93.0
0.669,0.192,68,work,office,,-1,81.0
0.162,0.224,91,social,cafe,21:30,0.5,0.0
0.419,0.254,13,errand,outdoor,22:45,4.75,36.5
0.787,0.543,43,work,office,23:18,11.3,71.4
0.573,0.58,75,work,office,16:18,7.3,98.7
0.535,0.884,47,health,outdoor,,-1,92.6
0.285,0.582,26,personal,cafe,21:30,1.5,30.6
0.688,0.515,15,personal,home,20:15,1.25,16.7
0.506,0.402,102,work,office,21:18,12.3,130.7
0.659,0.605,68,work,cafe,18:30,0.5,67.9
0.219,0.471,88,study,office,20:18,4.3,95.2
0.137,0.092,70,personal,home,19:18,3.3,47.7
0.713,0.349,81,personal,store,,-1,91.4
0.462,0.273,69,work,cafe,,-1,81.5
0.307,0.265,52,personal,cafe,,-1,45.7
0.452,0.456,62,work,office,,-1,82.9
0.626,0.467,66,work,home,12:45,5.75,77.1
0.456,0.6,115,work,cafe,,-1,140.5
0.0,0.277,15,errand,outdoor,,-1,36.6
0.562,0.866,41,health,home,16:18,5.3,54.3
0.582,0.295,63,social,outdoor,15:30,4.5,86.1
0.712,0.63,30,work,home,,-1,35.8
0.312,0.888,46,work,home,,-1,56.2
0.446,0.59,114,work,cafe,,-1,135.0
0.495,0.321,54,health,outdoor,11:15,5.25,85.9
0.213,0.466,22,personal,home,15:18,1.3,14.6
0.85,0.867,31,health,gym,18:30,2.5,70.2
0.0,0.444,26,errand,store,,-1,31.0
0.108,0.325,77,personal,home,,-1,54.9
0.239,0.343,34,errand,home,,-1,29.5
0.498,0.382,99,work,home,19:45,2.75,114.8
0.235,0.672,13,errand,store,,-1,18.1
0.637,0.767,60,study,home,,-1,64.5
0.276,0.507,36,personal,store,20:15,0.25,30.2
0.134,0.446,14,errand,home,,-1,4.8
0.263,0.616,91,work,home,,-1,100.3
1.0,0.685,20,health,home,22:18,1.3,30.7
0.508,0.311,54,study,office,18:15,0.25,0.0
0.491,0.998,23,personal,store,21:15,3.25,34.7
0.675,0.0,27,errand,home,12:00,5.0,22.1
0.654,0.363,86,work,office,,-1,115.2
0.445,0.52,62,study,home,,-1,62.9
0.554,0.918,87,study,office,20:18,0.3,0.0
0.598,0.313,18,errand,outdoor,,-1,45.1
0.337,0.779,52,study,office,17:00,10.0,69.6
0.408,0.418,24,errand,outdoor,,-1,41.3
0.681,0.382,90,work,office,23:15,5.25,120.7
0.0,0.296,26,errand,store,,-1,25.5
0.267,0.21,20,personal,cafe,22:15,2.25,25.7
0.498,0.636,37,study,home,,-1,41.3
0.356,0.148,72,social,cafe,08:00,0.0,0.0
0.363,0.928,53,health,home,21:30,3.5,71.6
0.223,0.386,111,work,cafe,,-1,116.8
0.535,0.352,79,personal,cafe,,-1,80.4
0.0,0.354,109,social,cafe,,-1,98.1
0.505,0.735,77,study,office,20:30,3.5,99.1
0.342,0.801,104,work,home,,-1,119.6
0.813,0.306,50,study,home,18:30,3.5,64.0
0.041,0.569,34,study,cafe,,-1,39.1
1.0,0.78,60,work,office,,-1,115.1
0.67,0.315,36,errand,home,,-1,28.1
0.0,0.26,43,errand,home,22:15,15.25,32.2
0.462,0.562,23,personal,store,17:30,5.5,28.7
0.121,0.186,72,personal,home,20:15,8.25,49.7
0.472,0.601,96,study,office,23:30,4.5,118.0
0.39,0.524,75,work,home,,-1,76.3
0.354,0.81,35,work,office,20:15,5.25,56.9
0.44,0.787,90,work,cafe,,-1,111.8
0.783,0.564,67,work,office,17:18,1.3,109.8
0.305,0.0,16,errand,home,,-1,13.1
0.42,0.465,34,study,office,,-1,52.0
0.447,0.554,84,personal,store,14:15,0.25,0.0
0.824,0.59,47,work,office,23:18,17.3,76.1
0.531,0.488,57,personal,store,,-1,55.2
0.558,0.334,50,study,cafe,,-1,64.2
0.716,1.0,24,health,gym,,-1,55.4
0.347,0.886,98,study,cafe,15:18,8.3,117.2
0.581,0.664,32,personal,store,,-1,40.9
0.3,1.0,60,work,office,21:00,10.0,84.9
0.029,0.535,68,study,home,18:00,7.0,52.7
0.524,0.214,41,errand,outdoor,,-1,59.2
0.518,0.296,44,work,office,,-1,65.1
0.523,0.0,83,personal,cafe,,-1,68.7
0.426,0.348,21,personal,store,22:18,1.3,21.5
0.199,0.612,16,errand,outdoor,,-1,39.1
0.274,0.773,48,health,gym,15:45,0.75,70.8
0.877,0.531,92,work,home,16:30,9.5,123.9
0.436,0.532,77,work,cafe,22:15,5.25,93.7
0.636,0.564,88,work,home,19:15,4.25,99.6
0.903,0.358,54,work,cafe,,-1,89.8
0.615,0.748,86,study,cafe,,-1,100.2
0.483,0.714,107,work,cafe,,-1,127.5
0.429,0.365,54,personal,store,12:00,0.0,0.0
0.439,0.394,35,health,home,,-1,43.4
0.268,0.554,52,personal,cafe,,-1,49.6
0.334,0.303,61,personal,cafe,21:00,3.0,59.4
0.533,0.716,52,study,cafe,,-1,64.8
0.387,0.568,36,study,office,22:18,2.3,52.8
0.505,0.437,29,personal,store,,-1,33.4
0.296,0.354,59,work,office,,-1,71.5
0.163,0.489,157,social,home,08:18,2.3,121.4
0.564,0.396,62,personal,home,,-1,58.1
0.122,0.398,64,study,home,13:30,3.5,57.2
0.828,0.724,49,work,home,,-1,67.7
0.431,0.671,44,health,gym,23:45,17.75,71.1
0.348,0.183,81,personal,cafe,20:00,6.0,70.8
0.861,0.873,92,work,cafe,,-1,150.7
0.941,0.734,54,health,gym,,-1,108.7
0.741,0.421,98,work,home,21:45,10.75,118.4
0.495,0.337,55,work,home,,-1,64.9
0.156,0.475,39,errand,store,19:00,5.0,37.9
0.0,0.678,10,errand,outdoor,,-1,31.0
0.364,0.225,141,social,home,22:18,7.3,125.2
0.548,0.088,121,social,home,17:18,10.3,100.0
0.371,0.629,63,personal,home,23:18,2.3,54.7
0.676,0.666,47,health,home,,-1,63.5
0.162,0.389,62,personal,home,18:45,8.75,45.7
0.821,0.201,95,work,home,,-1,120.6
0.016,0.796,41,personal,home,13:00,4.0,29.5
0.491,0.419,70,personal,store,21:18,13.3,75.1
0.499,0.837,25,health,gym,,-1,50.0
0.489,0.587,87,work,office,,-1,107.8
0.0,0.705,75,personal,home,16:30,1.5,47.4
0.342,0.421,21,errand,store,,-1,29.9
0.444,0.306,119,study,office,18:00,3.0,137.5
0.0,0.242,44,errand,store,,-1,42.8
0.598,0.411,89,study,office,23:30,1.5,104.9
0.719,0.471,42,health,outdoor,18:45,10.75,81.8
0.395,0.518,49,work,cafe,,-1,61.6
0.08,0.318,58,work,office,,-1,64.4
0.432,0.246,80,personal,store,,-1,81.1
0.688,0.602,122,social,cafe,,-1,143.0
0.701,0.788,108,study,cafe,20:45,3.75,145.4
0.523,0.794,39,health,home,08:45,2.75,50.6
0.494,0.23,64,personal,cafe,,-1,57.7
0.321,0.732,95,work,office,08:30,1.5,95.1
0.681,0.536,60,health,home,14:30,2.5,71.7
0.117,0.342,90,personal,store,21:30,1.5,70.5
0.519,0.5,31,study,home,19:15,6.25,27.5
0.648,0.278,29,personal,store,22:18,0.3,35.4
0.53,0.847,32,health,outdoor,23:00,6.0,70.4
0.243,0.815,86,study,cafe,,-1,94.7
0.235,0.312,95,work,cafe,22:15,0.25,0.0
0.208,0.352,37,personal,home,,-1,30.8
0.541,0.703,66,work,office,,-1,88.8
0.606,0.294,36,errand,home,20:45,1.75,33.0
0.622,0.636,33,personal,store,20:15,11.25,42.3
0.746,0.596,92,study,home,23:30,2.5,109.2
0.652,0.28,123,social,cafe,,-1,143.4
0.229,0.399,79,work,home,22:45,0.75,57.4
0.675,0.718,38,work,cafe,22:15,2.25,56.6
0.35,0.627,89,personal,store,22:00,0.0,0.0
0.544,1.0,36,health,gym,,-1,68.1
0.102,0.473,108,work,office,,-1,107.4
1.0,0.96,24,health,outdoor,,-1,67.0
0.515,0.528,32,study,office,20:45,1.75,52.0
0.014,0.071,25,personal,home,16:30,0.5,15.8
0.741,0.936,56,study,office,22:00,2.0,94.8
0.614,0.443,67,work,cafe,23:45,13.75,81.8
0.258,0.491,85,personal,cafe,,-1,76.7
0.411,0.246,80,personal,home,,-1,68.7
0.426,0.434,61,personal,cafe,20:30,0.5,48.5
0.444,0.516,31,personal,store,,-1,37.6
0.659,0.557,104,work,office,22:15,6.25,138.7
0.211,0.583,27,errand,home,17:45,2.75,20.0
0.662,0.467,34,work,cafe,16:15,1.25,54.7
0.457,0.638,42,work,cafe,20:30,2.5,54.0
0.529,0.952,31,health,gym,,-1,66.5
0.316,0.323,33,errand,store,19:30,12.5,38.6
0.392,0.344,44,work,office,,-1,63.3
0.524,0.609,42,work,cafe,19:15,5.25,59.2
0.233,0.308,75,personal,store,,-1,67.4
0.511,0.279,62,work,cafe,,-1,76.4
0.799,0.359,77,work,office,,-1,117.9
0.743,0.397,34,health,outdoor,,-1,73.9
0.0,0.679,20,personal,store,,-1,27.1
0.469,0.507,116,work,office,23:30,12.5,138.1
0.369,0.249,180,social,cafe,,-1,179.5
0.552,0.692,105,work,home,,-1,114.0
0.695,0.672,39,work,cafe,,-1,52.7
0.227,0.862,23,personal,home,20:18,4.3,20.0
0.154,0.461,68,personal,store,,-1,61.5
0.622,1.0,40,work,cafe,,-1,66.4
0.358,0.275,15,errand,home,22:45,4.75,9.7
0.361,0.762,47,work,home,,-1,53.6
0.504,0.381,37,personal,store,22:45,15.75,38.5
0.122,0.902,23,errand,home,22:30,2.5,17.5
0.901,0.301,82,work,cafe,22:30,8.5,129.4
0.663,0.138,75,social,home,,-1,72.8
0.527,0.469,52,work,office,20:00,0.0,0.0
0.539,0.593,38,health,home,,-1,41.3
0.528,0.623,112,work,cafe,,-1,138.3
0.401,0.276,39,errand,home,11:30,5.5,41.5
0.256,0.362,74,social,home,16:18,4.3,66.3
0.274,0.841,42,errand,home,21:30,1.5,38.9
0.686,0.987,37,errand,home,23:15,4.25,43.0
0.177,0.374,72,personal,home,22:15,0.25,0.0
0.15,0.192,39,errand,home,,-1,28.4
0.479,0.206,38,errand,home,,-1,32.7
0.494,0.502,96,study,home,,-1,100.4
0.136,0.39,147,social,outdoor,,-1,142.8
0.28,0.234,85,social,home,19:00,10.0,77.9
0.498,0.582,89,study,cafe,11:15,0.25,0.0
0.628,0.596,64,work,cafe,,-1,81.0
0.304,0.559,14,errand,home,,-1,18.5
0.636,0.232,111,social,cafe,18:45,0.75,88.2
0.204,0.61,30,study,office,,-1,45.8
1.0,0.936,41,work,cafe,21:30,10.5,80.9
0.812,0.573,103,work,office,22:30,7.5,155.6
0.238,0.098,90,social,outdoor,16:00,3.0,93.1
0.539,0.505,69,work,cafe,,-1,82.3
0.402,0.437,45,errand,store,,-1,49.0
0.863,0.581,61,work,cafe,23:45,12.75,97.8
0.358,0.579,81,personal,store,,-1,85.2
0.743,0.647,107,study,office,17:00,5.0,137.6
0.832,0.467,79,study,office,,-1,110.9
0.616,0.576,61,study,office,23:45,1.75,81.1
0.85,0.461,36,work,office,18:15,9.25,64.7
0.671,0.679,52,health,home,,-1,66.5
0.368,0.432,25,errand,store,,-1,35.1
0.07,0.224,25,personal,home,,-1,13.3
0.591,0.333,47,personal,store,21:00,4.0,51.9
0.454,0.545,68,personal,home,,-1,64.1
0.331,0.578,62,personal,store,23:18,10.3,63.5
0.738,0.455,107,work,home,,-1,129.9
0.047,0.394,83,social,cafe,14:00,6.0,79.9
0.469,0.854,89,work,office,,-1,124.1
0.923,0.767,20,health,outdoor,14:00,4.0,55.3
0.634,0.538,55,health,gym,18:00,0.0,0.0
0.233,0.808,44,errand,store,22:15,1.25,46.0
0.742,0.674,52,work,home,15:18,3.3,57.3
0.0,0.485,34,errand,home,,-1,25.3
0.258,0.659,80,study,cafe,19:30,1.5,80.8
0.34,0.974,43,errand,store,,-1,56.5
0.502,0.485,83,work,cafe,,-1,94.7
0.624,0.974,33,health,gym,,-1,65.8
0.501,0.598,116,study,cafe,,-1,140.3
0.31,0.464,37,study,cafe,18:15,12.25,45.9
0.213,0.082,121,social,outdoor,,-1,125.2
0.416,0.763,20,health,home,22:18,13.3,27.4
0.673,0.873,108,study,home,,-1,131.8
0.623,0.577,50,health,outdoor,,-1,82.6
0.347,0.321,30,personal,cafe,,-1,34.9
0.858,0.676,101,work,office,,-1,157.8
0.592,0.515,180,social,home,21:18,7.3,168.0
0.598,0.262,45,personal,store,,-1,48.1
0.468,0.416,32,errand,store,19:15,13.25,38.8
0.872,0.64,105,work,office,,-1,160.6
0.465,0.385,61,study,cafe,,-1,74.1
0.34,0.454,105,social,outdoor,,-1,124.9
0.586,0.083,19,personal,store,15:15,2.25,23.6
0.433,0.45,65,social,outdoor,,-1,92.9
0.369,0.423,31,work,cafe,22:45,2.75,43.3
0.441,0.635,33,errand,home,22:15,0.25,22.4
0.93,0.861,110,work,cafe,23:30,1.5,169.2
0.78,0.554,50,health,home,,-1,68.0
0.188,0.656,83,personal,home,,-1,63.1
0.152,0.622,18,errand,home,21:30,15.5,14.8
0.621,0.286,136,social,cafe,23:18,15.3,155.6
0.594,0.906,42,health,gym,22:45,8.75,73.3
0.36,0.531,12,errand,store,,-1,21.4
0.687,0.697,93,study,home,,-1,104.1
0.533,0.475,97,study,office,16:18,2.3,117.8
0.527,0.24,37,personal,store,,-1,40.2
0.206,0.533,85,study,cafe,,-1,100.1
0.44,0.514,65,study,office,14:18,5.3,86.3
0.477,0.849,42,work,cafe,,-1,58.7
0.586,0.031,83,social,outdoor,,-1,101.2
0.501,0.838,40,work,office,,-1,71.0
0.454,0.691,63,study,office,,-1,82.2
0.891,0.485,37,work,home,13:18,4.3,54.1
0.266,0.509,29,personal,cafe,,-1,32.7
0.228,0.354,16,personal,store,21:30,7.5,24.0
0.348,0.038,42,personal,store,,-1,41.2
0.0,0.478,29,personal,store,21:18,0.3,30.0
0.462,0.765,87,study,cafe,,-1,102.9
0.429,0.33,177,social,outdoor,10:45,2.75,186.9
0.186,0.447,12,errand,home,,-1,10.0
0.435,0.257,15,errand,outdoor,,-1,42.7
0.518,0.0,115,social,outdoor,,-1,132.9
0.28,0.366,23,personal,cafe,,-1,26.1
0.194,0.814,63,study,cafe,,-1,75.6
0.49,0.285,48,personal,cafe,20:15,0.25,0.0
0.43,0.256,62,personal,store,,-1,65.7
0.0,0.629,23,errand,outdoor,18:45,12.75,32.9
0.565,0.534,103,work,office,23:45,2.75,125.7
0.74,0.974,43,study,cafe,,-1,75.8
0.648,0.557,18,personal,store,20:15,6.25,28.5
0.484,0.518,50,personal,cafe,,-1,53.9
0.381,0.448,29,personal,store,19:18,4.3,40.2
0.51,0.543,82,work,home,14:45,2.75,85.9
0.444,0.166,17,personal,cafe,,-1,23.5
0.246,0.273,34,errand,home,,-1,31.9
0.526,0.564,105,work,home,21:00,7.0,112.0
1.0,0.498,72,work,home,,-1,101.9
0.822,0.0,65,personal,store,,-1,61.8
0.466,0.276,38,study,home,,-1,45.1
0.257,0.297,86,personal,store,,-1,77.5
0.646,0.7,35,health,home,,-1,39.5
0.746,0.913,43,health,home,,-1,66.2
0.592,0.935,63,work,home,,-1,82.6
0.133,0.384,43,personal,store,,-1,40.3
0.776,0.76,84,work,cafe,,-1,121.7
0.361,0.406,36,personal,store,,-1,45.8
0.705,0.681,50,health,gym,,-1,86.1
0.596,0.72,57,work,home,16:45,3.75,56.9
0.981,0.593,44,work,office,,-1,80.8
0.204,0.404,35,personal,cafe,,-1,33.8
0.0,0.245,39,study,cafe,22:30,0.5,38.6
0.971,0.449,22,health,gym,20:30,8.5,51.4
0.592,0.334,61,personal,home,17:45,3.75,51.7
0.479,0.444,14,errand,home,,-1,17.1
0.445,0.375,11,errand,store,22:18,16.3,18.2
0.0,0.228,26,errand,outdoor,15:18,4.3,39.0
0.247,0.831,93,work,cafe,20:30,0.5,0.0
0.593,0.971,12,errand,home,,-1,16.3
0.571,0.827,49,health,home,,-1,56.0
0.574,0.465,80,study,office,16:18,3.3,93.9
0.766,0.989,42,health,gym,,-1,85.4
0.913,0.529,58,health,home,,-1,80.8
0.577,0.37,63,personal,cafe,,-1,69.7
0.431,0.248,61,personal,store,22:30,1.5,67.1
0.236,0.972,67,work,office,,-1,90.7
0.456,0.3,62,personal,cafe,,-1,67.4
0.494,0.561,20,health,home,,-1,24.0
0.064,0.319,164,social,outdoor,17:45,5.75,156.8
0.787,0.622,76,work,office,,-1,114.8
0.931,0.446,37,health,home,21:00,5.0,58.3
0.144,0.355,74,personal,home,12:15,3.25,56.1
0.046,0.506,90,personal,cafe,20:30,5.5,74.0
0.263,0.038,161,social,home,,-1,143.2
0.517,0.917,106,work,office,15:00,2.0,146.4
0.305,0.646,63,social,outdoor,17:18,4.3,79.6
0.822,0.556,36,work,cafe,,-1,52.1
0.534,0.411,121,social,outdoor,15:15,7.25,143.7
0.433,0.407,69,personal,cafe,,-1,64.3
0.0,0.52,43,errand,home,,-1,31.7
0.438,0.364,63,social,cafe,,-1,71.7
0.676,0.472,62,work,home,20:00,14.0,71.1
0.572,0.724,36,health,outdoor,19:18,1.3,72.3
0.514,0.832,108,work,office,,-1,152.5
0.439,0.892,66,work,cafe,08:45,0.75,75.1
0.503,0.323,87,work,cafe,19:15,11.25,109.0
0.635,0.679,116,work,home,14:45,2.75,136.1
0.708,1.0,97,study,office,,-1,145.3
0.584,0.705,87,work,office,,-1,109.3
0.184,0.416,157,social,home,23:18,1.3,113.7
0.348,0.578,47,study,home,,-1,52.3
0.362,0.436,43,errand,store,,-1,52.4
0.494,0.505,53,work,home,,-1,54.1
0.657,0.335,61,work,office,,-1,95.8
0.471,0.47,71,work,cafe,,-1,86.8
0.252,0.723,86,work,office,,-1,101.0
0.71,0.552,46,study,cafe,18:15,4.25,67.2
0.316,0.552,82,personal,home,20:30,4.5,69.1
0.625,0.569,71,work,home,15:18,9.3,82.1
0.567,0.712,42,health,home,,-1,47.2
0.366,0.892,153,social,outdoor,,-1,196.5
0.48,0.351,25,personal,store,,-1,31.9
0.472,0.388,87,personal,home,,-1,68.6
0.648,0.445,77,study,home,14:30,2.5,88.6
0.769,0.8,50,health,outdoor,,-1,97.2
0.262,0.136,40,personal,home,,-1,25.2
0.49,0.631,94,study,office,16:45,3.75,112.4
0.386,0.671,92,work,home,,-1,93.9
0.246,0.36,78,personal,home,20:30,0.5,0.0
0.825,1.0,22,health,outdoor,,-1,61.2
0.24,0.102,87,social,outdoor,,-1,100.2
0.641,0.388,65,work,home,11:30,2.5,75.2
0.463,0.306,64,social,home,22:00,4.0,67.9
0.274,0.604,69,social,home,,-1,65.7
0.103,0.62,86,personal,home,15:45,4.75,61.4
0.375,0.372,158,social,home,17:18,1.3,118.2
0.532,0.611,61,work,office,,-1,77.2
0.086,0.337,29,errand,store,22:00,0.0,0.0
0.358,0.42,41,personal,cafe,,-1,45.6
0.475,0.365,68,personal,cafe,10:18,1.3,69.0
0.288,0.144,62,personal,cafe,14:15,1.25,60.0
0.073,0.095,21,errand,home,,-1,14.4
0.506,0.694,21,health,gym,,-1,41.8
0.327,0.535,27,health,gym,17:45,11.75,54.7
0.663,0.958,52,health,gym,22:00,6.0,101.2
0.641,0.684,51,health,gym,,-1,79.0
0.316,0.206,30,work,cafe,,-1,40.2
0.562,0.433,95,study,home,20:30,5.5,99.5
0.473,0.65,32,health,home,,-1,41.1
0.503,0.344,38,work,home,,-1,42.3
0.5,0.158,39,personal,cafe,21:18,2.3,41.9
0.958,0.868,33,health,gym,23:45,1.75,77.4
0.287,0.498,60,personal,home,,-1,50.2
0.063,0.368,79,personal,store,08:18,1.3,48.9
0.66,0.703,51,study,office,,-1,75.6
0.394,0.601,72,work,home,,-1,77.7
0.597,0.915,101,work,cafe,22:30,0.5,0.0
0.799,0.334,98,work,office,,-1,141.7
0.442,0.556,21,personal,cafe,17:18,2.3,25.9
0.452,0.883,26,health,home,17:45,2.75,34.7
0.376,0.561,34,errand,outdoor,,-1,56.1
0.0,0.332,37,personal,store,,-1,37.1
0.617,0.485,83,social,outdoor,,-1,111.8
0.346,0.429,54,personal,store,,-1,48.5
0.598,0.512,55,work,cafe,23:45,1.75,70.0
0.126,0.44,24,errand,store,22:18,5.3,25.1
0.527,0.699,115,work,office,,-1,141.9
0.227,0.541,71,personal,cafe,,-1,65.0
0.36,0.481,142,social,home,21:18,12.3,125.1
0.221,0.303,39,personal,store,,-1,42.7
0.413,0.613,44,study,cafe,,-1,57.3
0.521,0.969,19,personal,cafe,13:15,1.25,25.8
0.454,0.423,72,study,office,23:30,13.5,86.8
0.181,0.38,22,personal,home,,-1,14.7
0.532,0.56,13,errand,outdoor,,-1,37.3
0.438,0.542,84,study,home,,-1,91.1
0.364,0.774,118,study,office,,-1,131.6
0.87,1.0,43,health,gym,21:15,8.25,95.1
0.278,0.629,40,personal,cafe,21:45,15.75,42.6
0.002,0.635,18,errand,home,20:45,2.75,10.7
0.38,0.719,82,study,cafe,,-1,87.5
0.567,0.967,66,work,cafe,,-1,89.9
0.471,0.613,40,personal,home,23:15,6.25,30.5
0.648,0.594,65,work,cafe,13:00,3.0,84.5
0.596,0.405,31,work,office,22:15,0.25,34.5
0.82,0.473,99,study,office,,-1,140.9
0.566,0.56,45,work,office,14:18,6.3,58.1
0.024,0.655,31,health,home,08:45,0.75,21.9
0.042,0.503,23,errand,outdoor,,-1,39.1
0.431,0.496,117,work,home,,-1,133.0
0.465,0.845,134,social,outdoor,,-1,180.4
0.223,0.727,28,errand,outdoor,,-1,50.3
0.415,0.355,24,errand,store,,-1,39.2
0.634,0.38,29,errand,outdoor,,-1,51.7
0.122,0.098,80,personal,store,20:30,1.5,64.0
0.191,0.0,166,social,cafe,17:45,4.75,144.9
0.235,0.454,77,personal,cafe,,-1,74.1
0.329,0.544,54,personal,cafe,,-1,56.0
0.29,0.0,68,personal,store,23:00,1.0,57.3
0.441,1.0,22,health,home,17:18,7.3,30.7
0.49,0.4,44,personal,store,,-1,45.8
0.34,0.466,68,personal,cafe,,-1,62.0
0.564,0.904,41,work,cafe,,-1,61.6
0.679,0.477,52,work,home,,-1,56.6
0.539,0.618,13,errand,store,11:18,2.3,25.7
0.37,0.826,46,health,outdoor,13:18,4.3,87.2
0.573,0.641,106,work,cafe,,-1,132.5
0.564,0.615,50,personal,cafe,,-1,53.1
0.343,0.307,73,work,office,,-1,95.4
0.492,0.343,83,personal,store,17:45,1.75,83.9
0.503,0.581,30,work,home,22:15,0.25,27.8
0.389,0.216,68,personal,home,22:15,6.25,59.5
0.251,0.477,101,study,cafe,,-1,109.8
0.743,0.361,86,work,home,23:00,6.0,111.6
0.568,0.736,80,work,home,14:18,5.3,89.1
0.396,0.611,44,personal,cafe,,-1,49.6
0.543,0.224,15,errand,store,22:18,11.3,23.9
0.684,0.177,113,social,home,22:18,12.3,115.7
0.483,0.454,36,errand,outdoor,,-1,63.1
0.5,0.172,29,health,outdoor,22:15,9.25,52.5
0.652,0.521,52,health,home,,-1,63.4
0.344,0.271,180,social,outdoor,10:18,0.3,0.0
0.944,0.872,23,health,outdoor,20:15,3.25,66.3
0.661,0.578,63,personal,home,23:18,6.3,59.2
0.519,0.0,82,social,outdoor,19:45,3.75,93.7
0.412,0.282,35,errand,home,23:45,6.75,36.9
0.328,0.146,114,social,outdoor,18:18,10.3,135.2
0.404,0.532,112,study,cafe,22:30,10.5,125.2
0.456,0.251,64,personal,home,15:30,5.5,54.6
0.405,0.6,23,health,gym,,-1,50.1
0.917,0.376,112,work,home,,-1,150.9
0.51,0.396,101,work,office,,-1,117.1
0.506,0.48,79,study,office,23:00,1.0,83.3
0.509,0.33,69,work,office,18:45,1.75,92.4
0.566,0.748,42,work,office,,-1,63.4
0.116,0.559,59,work,cafe,,-1,67.0
0.549,0.907,113,work,cafe,20:15,3.25,157.5
0.388,0.101,68,social,home,,-1,69.7
0.112,0.551,20,personal,cafe,,-1,22.5
0.039,0.245,16,personal,store,,-1,17.7
0.341,0.682,48,personal,home,,-1,39.7
0.54,0.352,122,social,cafe,,-1,132.8
0.463,0.473,59,study,office,,-1,84.5
0.326,0.494,44,personal,store,13:45,7.75,46.7
0.261,0.442,65,social,cafe,,-1,70.8
0.604,0.653,70,work,office,,-1,95.6
0.199,0.562,26,errand,outdoor,22:00,15.0,45.4
0.555,0.665,50,work,cafe,18:15,0.25,0.0
0.421,0.314,50,work,home,,-1,53.4
0.887,0.672,49,personal,store,13:00,0.0,0.0
0.237,0.775,13,errand,store,22:30,0.5,24.7
0.526,0.319,64,study,cafe,,-1,81.6
0.305,0.813,74,work,home,,-1,81.1
0.483,0.208,69,personal,cafe,,-1,72.0
0.291,0.491,119,study,cafe,,-1,134.0
0.365,0.559,72,work,office,,-1,91.2
0.278,0.319,79,social,outdoor,20:15,3.25,100.2
0.711,0.385,31,errand,home,,-1,32.7
0.659,0.365,80,work,home,21:15,3.25,90.2
0.741,0.624,108,work,cafe,16:15,2.25,148.6
0.449,0.422,49,work,cafe,21:00,0.0,0.0
0.572,0.735,32,health,outdoor,14:45,0.75,58.7
0.416,0.451,116,study,cafe,20:18,8.3,132.6
0.298,0.698,24,errand,home,22:15,3.25,24.1
0.282,0.086,35,errand,store,22:15,4.25,31.8
0.681,0.444,94,work,cafe,,-1,113.9
0.006,0.558,78,personal,store,,-1,66.7
0.299,0.311,12,errand,store,,-1,23.9
0.13,0.542,51,personal,store,22:18,1.3,47.3
0.694,0.54,68,work,office,,-1,89.5
0.496,0.484,56,health,gym,,-1,86.1
0.674,0.615,142,social,cafe,,-1,156.3
0.155,0.204,119,social,home,15:18,4.3,100.2
0.213,0.537,32,errand,store,,-1,35.4
0.44,0.22,177,social,cafe,,-1,171.6
0.698,0.662,30,errand,home,17:30,8.5,25.9
0.197,0.429,51,personal,store,,-1,47.5
0.02,0.534,32,errand,store,,-1,32.6
0.306,0.613,70,social,home,,-1,71.1
0.442,0.261,54,personal,cafe,12:45,2.75,57.0
0.168,0.195,110,work,cafe,21:45,1.75,97.4
0.5,0.586,41,work,home,,-1,42.7
0.253,0.209,32,errand,store,,-1,40.2
0.461,0.624,89,personal,store,,-1,86.8
0.5,0.212,108,social,home,,-1,107.5
0.557,0.187,77,personal,store,21:18,4.3,73.1
0.391,0.693,48,personal,cafe,,-1,56.1
0.144,0.587,39,errand,outdoor,20:00,2.0,56.1
0.795,0.218,81,social,home,23:30,15.5,101.1
0.561,0.822,117,study,office,21:00,4.0,141.4
0.114,0.584,88,personal,cafe,18:15,4.25,73.0
0.347,0.676,72,study,office,,-1,86.1
